id,date,day ,date2,datetime,hour,cash_type,card,money,coffee_name
533,20-05-2024,Monday,May,16:19.6,11:16:20,card,ANON-0000-0000-0143,27.92,Americano
534,20-05-2024,Monday,May,27:13.4,13:27:13,card,ANON-0000-0000-0003,27.92,Americano
535,20-05-2024,Monday,May,28:10.4,13:28:10,card,ANON-0000-0000-0003,27.92,Americano
536,20-05-2024,Monday,May,13:19.0,14:13:19,card,ANON-0000-0000-0192,32.82,Americano with Milk
537,20-05-2024,Monday,May,14:31.4,14:14:31,card,ANON-0000-0000-0192,37.72,Cappuccino
538,20-05-2024,Monday,May,32:21.3,14:32:21,cash,,29,Americano
539,20-05-2024,Monday,May,12:51.1,17:12:51,card,ANON-0000-0000-0120,37.72,Latte
540,20-05-2024,Monday,May,13:56.9,17:13:57,card,ANON-0000-0000-0193,37.72,Latte
541,20-05-2024,Monday,May,36:48.3,20:36:48,card,ANON-0000-0000-0194,32.82,Americano with Milk
542,20-05-2024,Monday,May,37:57.3,20:37:57,card,ANON-0000-0000-0194,37.72,Cocoa
543,20-05-2024,Monday,May,46:52.1,20:46:52,card,ANON-0000-0000-0195,27.92,Cortado
544,20-05-2024,Monday,May,36:54.0,21:36:54,card,ANON-0000-0000-0012,32.82,Americano with Milk
545,20-05-2024,Monday,May,37:57.8,21:37:58,card,ANON-0000-0000-0012,32.82,Americano with Milk
546,21-05-2024,Tuesday,May,27:38.2,08:27:38,card,ANON-0000-0000-0196,37.72,Latte
547,21-05-2024,Tuesday,May,43:50.7,09:43:51,cash,,29,Americano
548,21-05-2024,Tuesday,May,44:40.3,09:44:40,cash,,34,Americano with Milk
549,21-05-2024,Tuesday,May,46:09.4,09:46:09,cash,,39,Cocoa
550,21-05-2024,Tuesday,May,05:08.0,10:05:08,cash,,39,Latte
551,21-05-2024,Tuesday,May,10:20.0,16:10:20,card,ANON-0000-0000-0197,37.72,Latte
552,21-05-2024,Tuesday,May,13:24.0,18:13:24,card,ANON-0000-0000-0012,23.02,Espresso
553,21-05-2024,Tuesday,May,11:09.2,19:11:09,card,ANON-0000-0000-0198,37.72,Cappuccino
554,21-05-2024,Tuesday,May,13:48.4,20:13:48,card,ANON-0000-0000-0199,37.72,Cappuccino
555,22-05-2024,Wednesday,May,34:41.8,09:34:42,card,ANON-0000-0000-0200,37.72,Cappuccino
556,22-05-2024,Wednesday,May,49:47.0,10:49:47,card,ANON-0000-0000-0191,32.82,Americano with Milk
557,22-05-2024,Wednesday,May,18:14.3,11:18:14,card,ANON-0000-0000-0141,27.92,Cortado
558,22-05-2024,Wednesday,May,34:55.0,11:34:55,card,ANON-0000-0000-0097,32.82,Americano with Milk
559,22-05-2024,Wednesday,May,29:50.8,12:29:51,card,ANON-0000-0000-0012,27.92,Americano
560,22-05-2024,Wednesday,May,30:43.3,12:30:43,card,ANON-0000-0000-0012,27.92,Americano
561,22-05-2024,Wednesday,May,00:20.5,14:00:20,card,ANON-0000-0000-0009,32.82,Americano with Milk
562,22-05-2024,Wednesday,May,24:58.1,19:24:58,card,ANON-0000-0000-0134,37.72,Cappuccino
563,22-05-2024,Wednesday,May,25:58.6,19:25:59,card,ANON-0000-0000-0134,37.72,Cappuccino
564,22-05-2024,Wednesday,May,23:53.0,21:23:53,card,ANON-0000-0000-0180,37.72,Hot Chocolate
565,22-05-2024,Wednesday,May,24:49.6,21:24:50,card,ANON-0000-0000-0180,37.72,Cappuccino
566,23-05-2024,Thursday,May,10:19.6,10:10:20,card,ANON-0000-0000-0201,37.72,Cappuccino
567,23-05-2024,Thursday,May,22:06.6,12:22:07,card,ANON-0000-0000-0202,23.02,Espresso
568,23-05-2024,Thursday,May,55:16.6,15:55:17,card,ANON-0000-0000-0180,37.72,Cappuccino
569,23-05-2024,Thursday,May,56:27.2,15:56:27,card,ANON-0000-0000-0203,37.72,Cappuccino
570,23-05-2024,Thursday,May,18:14.1,16:18:14,card,ANON-0000-0000-0180,37.72,Cappuccino
571,23-05-2024,Thursday,May,41:00.0,16:41:00,card,ANON-0000-0000-0077,37.72,Latte
572,23-05-2024,Thursday,May,14:33.2,17:14:33,card,ANON-0000-0000-0153,37.72,Cappuccino
573,23-05-2024,Thursday,May,15:44.9,17:15:45,card,ANON-0000-0000-0153,37.72,Latte
574,23-05-2024,Thursday,May,03:53.9,19:03:54,card,ANON-0000-0000-0204,27.92,Cortado
575,23-05-2024,Thursday,May,17:28.4,19:17:28,card,ANON-0000-0000-0134,37.72,Cappuccino
576,23-05-2024,Thursday,May,18:26.4,19:18:26,card,ANON-0000-0000-0205,37.72,Cappuccino
577,23-05-2024,Thursday,May,42:31.5,19:42:32,card,ANON-0000-0000-0206,37.72,Cappuccino
578,23-05-2024,Thursday,May,15:01.4,20:15:01,card,ANON-0000-0000-0207,37.72,Cappuccino
579,23-05-2024,Thursday,May,16:24.2,20:16:24,card,ANON-0000-0000-0207,37.72,Latte
580,23-05-2024,Thursday,May,48:10.8,22:48:11,card,ANON-0000-0000-0208,32.82,Americano with Milk
581,23-05-2024,Thursday,May,55:36.9,22:55:37,cash,,39,Hot Chocolate
582,24-05-2024,Friday,May,11:59.2,11:11:59,card,ANON-0000-0000-0141,27.92,Cortado
583,24-05-2024,Friday,May,15:08.3,11:15:08,card,ANON-0000-0000-0012,27.92,Americano
584,24-05-2024,Friday,May,16:13.0,11:16:13,card,ANON-0000-0000-0012,27.92,Americano
585,24-05-2024,Friday,May,07:19.8,16:07:20,card,ANON-0000-0000-0081,37.72,Hot Chocolate
586,24-05-2024,Friday,May,17:40.3,18:17:40,card,ANON-0000-0000-0209,27.92,Cortado
587,24-05-2024,Friday,May,18:36.7,18:18:37,card,ANON-0000-0000-0209,27.92,Cortado
588,24-05-2024,Friday,May,30:40.2,22:30:40,card,ANON-0000-0000-0210,32.82,Americano with Milk
589,25-05-2024,Saturday,May,40:58.8,07:40:59,cash,,29,Americano
590,25-05-2024,Saturday,May,13:53.4,12:13:53,card,ANON-0000-0000-0211,37.72,Latte
591,25-05-2024,Saturday,May,40:23.6,12:40:24,cash,,29,Americano
592,25-05-2024,Saturday,May,42:10.3,12:42:10,card,ANON-0000-0000-0212,32.82,Americano with Milk
593,25-05-2024,Saturday,May,43:13.3,12:43:13,card,ANON-0000-0000-0212,32.82,Americano with Milk
594,25-05-2024,Saturday,May,58:12.0,12:58:12,card,ANON-0000-0000-0213,32.82,Americano with Milk
595,25-05-2024,Saturday,May,47:09.6,16:47:10,card,ANON-0000-0000-0040,32.82,Americano with Milk
596,25-05-2024,Saturday,May,48:16.8,16:48:17,card,ANON-0000-0000-0040,27.92,Americano
597,26-05-2024,Sunday,May,20:02.2,10:20:02,card,ANON-0000-0000-0001,37.72,Latte
598,26-05-2024,Sunday,May,24:49.8,14:24:50,card,ANON-0000-0000-0214,32.82,Americano with Milk
599,26-05-2024,Sunday,May,26:05.2,14:26:05,card,ANON-0000-0000-0215,27.92,Cortado
600,26-05-2024,Sunday,May,40:58.9,14:40:59,card,ANON-0000-0000-0216,32.82,Americano with Milk
601,26-05-2024,Sunday,May,19:15.5,17:19:16,card,ANON-0000-0000-0217,37.72,Cappuccino
602,26-05-2024,Sunday,May,09:52.8,18:09:53,card,ANON-0000-0000-0218,37.72,Hot Chocolate
603,26-05-2024,Sunday,May,11:02.2,18:11:02,card,ANON-0000-0000-0218,37.72,Hot Chocolate
604,26-05-2024,Sunday,May,13:14.3,18:13:14,card,ANON-0000-0000-0218,27.92,Americano
605,26-05-2024,Sunday,May,39:18.8,18:39:19,card,ANON-0000-0000-0219,37.72,Latte
606,26-05-2024,Sunday,May,59:15.0,20:59:15,card,ANON-0000-0000-0220,37.72,Hot Chocolate
607,26-05-2024,Sunday,May,00:05.6,21:00:06,card,ANON-0000-0000-0220,37.72,Cappuccino
608,26-05-2024,Sunday,May,02:36.9,21:02:37,card,ANON-0000-0000-0221,27.92,Cortado
609,26-05-2024,Sunday,May,03:51.8,21:03:52,card,ANON-0000-0000-0222,37.72,Cappuccino
610,26-05-2024,Sunday,May,04:58.8,21:04:59,card,ANON-0000-0000-0221,37.72,Latte
611,26-05-2024,Sunday,May,06:02.6,21:06:03,card,ANON-0000-0000-0223,37.72,Cappuccino
612,27-05-2024,Monday,May,34:55.3,11:34:55,card,ANON-0000-0000-0012,27.92,Americano
613,27-05-2024,Monday,May,05:21.7,14:05:22,card,ANON-0000-0000-0224,32.82,Americano with Milk
614,27-05-2024,Monday,May,06:43.6,14:06:44,card,ANON-0000-0000-0224,37.72,Cocoa
615,27-05-2024,Monday,May,11:34.1,15:11:34,card,ANON-0000-0000-0225,27.92,Americano
616,27-05-2024,Monday,May,14:05.8,15:14:06,card,ANON-0000-0000-0225,27.92,Americano
617,27-05-2024,Monday,May,50:55.8,17:50:56,card,ANON-0000-0000-0203,37.72,Latte
618,27-05-2024,Monday,May,00:51.0,18:00:51,card,ANON-0000-0000-0226,27.92,Americano
619,27-05-2024,Monday,May,16:27.4,19:16:27,card,ANON-0000-0000-0227,37.72,Latte
620,27-05-2024,Monday,May,17:38.7,19:17:39,card,ANON-0000-0000-0228,37.72,Latte
621,27-05-2024,Monday,May,29:07.1,21:29:07,card,ANON-0000-0000-0192,32.82,Americano with Milk
622,27-05-2024,Monday,May,30:19.8,21:30:20,card,ANON-0000-0000-0206,37.72,Cappuccino
623,28-05-2024,Tuesday,May,37:09.0,08:37:09,card,ANON-0000-0000-0012,32.82,Americano with Milk
624,28-05-2024,Tuesday,May,20:10.7,09:20:11,card,ANON-0000-0000-0097,32.82,Americano with Milk
625,28-05-2024,Tuesday,May,48:18.5,11:48:18,card,ANON-0000-0000-0229,37.72,Cappuccino
626,28-05-2024,Tuesday,May,14:40.4,13:14:40,card,ANON-0000-0000-0230,37.72,Cappuccino
627,28-05-2024,Tuesday,May,10:53.7,14:10:54,card,ANON-0000-0000-0194,37.72,Cocoa
628,28-05-2024,Tuesday,May,25:39.3,16:25:39,card,ANON-0000-0000-0141,27.92,Cortado
629,28-05-2024,Tuesday,May,21:44.0,17:21:44,cash,,39,Cappuccino
630,28-05-2024,Tuesday,May,09:29.1,19:09:29,card,ANON-0000-0000-0231,27.92,Americano
631,28-05-2024,Tuesday,May,10:31.1,19:10:31,card,ANON-0000-0000-0231,37.72,Latte
632,28-05-2024,Tuesday,May,24:32.2,20:24:32,card,ANON-0000-0000-0009,32.82,Americano with Milk
633,28-05-2024,Tuesday,May,50:19.4,20:50:19,card,ANON-0000-0000-0012,27.92,Americano
634,29-05-2024,Wednesday,May,14:43.7,09:14:44,card,ANON-0000-0000-0232,37.72,Latte
635,29-05-2024,Wednesday,May,48:46.8,10:48:47,cash,,39,Latte
636,29-05-2024,Wednesday,May,14:02.9,11:14:03,card,ANON-0000-0000-0233,37.72,Hot Chocolate
637,29-05-2024,Wednesday,May,10:48.5,15:10:49,card,ANON-0000-0000-0234,27.92,Americano
638,29-05-2024,Wednesday,May,22:56.3,15:22:56,card,ANON-0000-0000-0235,37.72,Latte
639,29-05-2024,Wednesday,May,45:12.7,15:45:13,card,ANON-0000-0000-0236,37.72,Cappuccino
640,29-05-2024,Wednesday,May,45:03.9,16:45:04,card,ANON-0000-0000-0237,37.72,Latte
641,29-05-2024,Wednesday,May,24:03.3,18:24:03,card,ANON-0000-0000-0238,27.92,Cortado
642,29-05-2024,Wednesday,May,24:59.3,18:24:59,card,ANON-0000-0000-0238,37.72,Latte
643,29-05-2024,Wednesday,May,30:42.2,20:30:42,card,ANON-0000-0000-0239,37.72,Hot Chocolate
644,29-05-2024,Wednesday,May,32:35.2,20:32:35,card,ANON-0000-0000-0240,37.72,Cocoa
645,30-05-2024,Thursday,May,29:06.3,08:29:06,card,ANON-0000-0000-0241,37.72,Cappuccino
646,30-05-2024,Thursday,May,30:21.6,08:30:22,card,ANON-0000-0000-0241,37.72,Latte
647,30-05-2024,Thursday,May,37:05.4,08:37:05,card,ANON-0000-0000-0242,32.82,Americano with Milk
648,30-05-2024,Thursday,May,47:59.1,09:47:59,card,ANON-0000-0000-0001,37.72,Latte
649,30-05-2024,Thursday,May,56:15.5,14:56:15,card,ANON-0000-0000-0097,32.82,Americano with Milk
650,30-05-2024,Thursday,May,16:15.7,15:16:16,card,ANON-0000-0000-0243,23.02,Espresso
651,30-05-2024,Thursday,May,17:38.7,15:17:39,card,ANON-0000-0000-0012,23.02,Espresso
652,30-05-2024,Thursday,May,53:11.2,19:53:11,card,ANON-0000-0000-0206,37.72,Cappuccino
653,30-05-2024,Thursday,May,31:05.4,20:31:05,card,ANON-0000-0000-0244,37.72,Latte
654,30-05-2024,Thursday,May,46:13.8,20:46:14,card,ANON-0000-0000-0009,37.72,Hot Chocolate
655,30-05-2024,Thursday,May,47:21.6,20:47:22,card,ANON-0000-0000-0009,32.82,Americano with Milk
656,31-05-2024,Friday,May,53:57.3,07:53:57,card,ANON-0000-0000-0245,32.82,Americano with Milk
657,31-05-2024,Friday,May,21:07.8,09:21:08,card,ANON-0000-0000-0246,37.72,Latte
658,31-05-2024,Friday,May,23:58.8,09:23:59,cash,,39,Latte
659,31-05-2024,Friday,May,38:07.9,10:38:08,card,ANON-0000-0000-0247,37.72,Hot Chocolate
660,31-05-2024,Friday,May,39:06.1,10:39:06,card,ANON-0000-0000-0248,37.72,Cocoa
661,31-05-2024,Friday,May,50:13.0,14:50:13,card,ANON-0000-0000-0249,32.82,Americano with Milk
662,31-05-2024,Friday,May,23:44.6,18:23:45,card,ANON-0000-0000-0250,37.72,Latte
663,31-05-2024,Friday,May,25:03.3,18:25:03,card,ANON-0000-0000-0250,37.72,Latte
664,31-05-2024,Friday,May,06:39.2,20:06:39,card,ANON-0000-0000-0180,37.72,Cappuccino
665,31-05-2024,Friday,May,33:06.4,20:33:06,card,ANON-0000-0000-0134,32.82,Americano with Milk
666,31-05-2024,Friday,May,34:32.9,20:34:33,card,ANON-0000-0000-0134,37.72,Latte
667,31-05-2024,Friday,May,05:47.1,22:05:47,card,ANON-0000-0000-0206,37.72,Cappuccino
668,31-05-2024,Friday,May,06:52.5,22:06:52,card,ANON-0000-0000-0206,32.82,Americano with Milk
669,31-05-2024,Friday,May,07:55.4,22:07:55,card,ANON-0000-0000-0206,27.92,Cortado
670,01-06-2024,Saturday,Jun,27:01.7,08:27:02,card,ANON-0000-0000-0141,27.92,Cortado
671,01-06-2024,Saturday,Jun,48:24.7,09:48:25,card,ANON-0000-0000-0232,37.72,Latte
672,01-06-2024,Saturday,Jun,38:09.4,11:38:09,card,ANON-0000-0000-0250,37.72,Latte
673,01-06-2024,Saturday,Jun,28:53.7,14:28:54,card,ANON-0000-0000-0097,32.82,Americano with Milk
674,01-06-2024,Saturday,Jun,20:12.8,18:20:13,card,ANON-0000-0000-0251,32.82,Americano with Milk
675,01-06-2024,Saturday,Jun,21:15.4,18:21:15,card,ANON-0000-0000-0251,32.82,Americano with Milk
676,01-06-2024,Saturday,Jun,50:10.5,20:50:10,card,ANON-0000-0000-0154,37.72,Cappuccino
677,01-06-2024,Saturday,Jun,51:13.6,20:51:14,card,ANON-0000-0000-0154,37.72,Cappuccino
678,01-06-2024,Saturday,Jun,54:59.3,20:54:59,cash,,39,Cocoa
679,01-06-2024,Saturday,Jun,59:09.7,20:59:10,card,ANON-0000-0000-0252,37.72,Cocoa
680,01-06-2024,Saturday,Jun,51:05.0,21:51:05,card,ANON-0000-0000-0009,32.82,Americano with Milk
681,02-06-2024,Sunday,Jun,03:25.8,20:03:26,card,ANON-0000-0000-0009,37.72,Latte
682,02-06-2024,Sunday,Jun,24:02.4,20:24:02,card,ANON-0000-0000-0040,32.82,Americano with Milk
683,02-06-2024,Sunday,Jun,25:07.2,20:25:07,card,ANON-0000-0000-0040,37.72,Cappuccino
684,02-06-2024,Sunday,Jun,07:20.5,21:07:21,card,ANON-0000-0000-0097,32.82,Americano with Milk
685,02-06-2024,Sunday,Jun,30:12.4,21:30:12,card,ANON-0000-0000-0253,37.72,Latte
686,02-06-2024,Sunday,Jun,43:10.6,22:43:11,cash,,34,Americano with Milk
687,03-06-2024,Monday,Jun,12:04.1,10:12:04,card,ANON-0000-0000-0001,37.72,Latte
688,03-06-2024,Monday,Jun,27:49.8,10:27:50,card,ANON-0000-0000-0191,37.72,Latte
689,03-06-2024,Monday,Jun,31:42.3,14:31:42,card,ANON-0000-0000-0025,37.72,Cappuccino
690,03-06-2024,Monday,Jun,33:01.0,14:33:01,card,ANON-0000-0000-0024,32.82,Americano with Milk
691,03-06-2024,Monday,Jun,34:06.9,14:34:07,card,ANON-0000-0000-0009,37.72,Latte
692,03-06-2024,Monday,Jun,42:51.7,21:42:52,cash,,34,Americano with Milk
693,03-06-2024,Monday,Jun,43:37.5,21:43:37,cash,,34,Americano with Milk
694,04-06-2024,Tuesday,Jun,23:42.9,09:23:43,card,ANON-0000-0000-0141,27.92,Cortado
695,04-06-2024,Tuesday,Jun,27:14.0,10:27:14,card,ANON-0000-0000-0097,32.82,Americano with Milk
696,04-06-2024,Tuesday,Jun,02:10.2,12:02:10,card,ANON-0000-0000-0254,37.72,Latte
697,04-06-2024,Tuesday,Jun,05:29.2,12:05:29,card,ANON-0000-0000-0254,37.72,Hot Chocolate
698,04-06-2024,Tuesday,Jun,30:32.5,15:30:32,card,ANON-0000-0000-0255,37.72,Latte
699,04-06-2024,Tuesday,Jun,46:36.7,17:46:37,card,ANON-0000-0000-0192,27.92,Cortado
700,04-06-2024,Tuesday,Jun,47:28.8,17:47:29,card,ANON-0000-0000-0192,37.72,Cappuccino
701,04-06-2024,Tuesday,Jun,13:01.2,20:13:01,card,ANON-0000-0000-0256,37.72,Hot Chocolate
702,04-06-2024,Tuesday,Jun,50:33.9,20:50:34,card,ANON-0000-0000-0257,37.72,Cappuccino
703,04-06-2024,Tuesday,Jun,31:58.9,21:31:59,card,ANON-0000-0000-0258,27.92,Cortado
704,04-06-2024,Tuesday,Jun,33:02.6,21:33:03,card,ANON-0000-0000-0259,32.82,Americano with Milk
705,04-06-2024,Tuesday,Jun,34:55.7,21:34:56,card,ANON-0000-0000-0260,32.82,Americano with Milk
706,04-06-2024,Tuesday,Jun,36:06.9,21:36:07,card,ANON-0000-0000-0260,32.82,Americano with Milk
707,04-06-2024,Tuesday,Jun,37:15.2,21:37:15,card,ANON-0000-0000-0260,32.82,Americano with Milk
708,05-06-2024,Wednesday,Jun,21:49.0,08:21:49,card,ANON-0000-0000-0261,37.72,Cappuccino
709,05-06-2024,Wednesday,Jun,23:06.7,08:23:07,card,ANON-0000-0000-0261,37.72,Cappuccino
710,05-06-2024,Wednesday,Jun,22:43.1,09:22:43,card,ANON-0000-0000-0262,27.92,Americano
711,05-06-2024,Wednesday,Jun,28:50.6,10:28:51,card,ANON-0000-0000-0001,37.72,Latte
712,05-06-2024,Wednesday,Jun,40:53.2,10:40:53,card,ANON-0000-0000-0097,32.82,Americano with Milk
713,05-06-2024,Wednesday,Jun,43:57.7,19:43:58,card,ANON-0000-0000-0263,32.82,Americano with Milk
714,05-06-2024,Wednesday,Jun,59:53.5,19:59:54,card,ANON-0000-0000-0264,37.72,Latte
715,05-06-2024,Wednesday,Jun,10:47.6,20:10:48,card,ANON-0000-0000-0220,37.72,Cocoa
716,05-06-2024,Wednesday,Jun,12:01.7,20:12:02,card,ANON-0000-0000-0220,27.92,Cortado
717,06-06-2024,Thursday,Jun,52:56.4,08:52:56,card,ANON-0000-0000-0097,32.82,Americano with Milk
718,06-06-2024,Thursday,Jun,54:08.5,08:54:08,card,ANON-0000-0000-0097,32.82,Americano with Milk
719,06-06-2024,Thursday,Jun,36:09.7,10:36:10,card,ANON-0000-0000-0001,37.72,Latte
720,06-06-2024,Thursday,Jun,17:41.5,12:17:41,card,ANON-0000-0000-0265,27.92,Americano
721,06-06-2024,Thursday,Jun,11:14.2,15:11:14,card,ANON-0000-0000-0224,32.82,Americano with Milk
722,06-06-2024,Thursday,Jun,24:06.2,15:24:06,card,ANON-0000-0000-0266,37.72,Cappuccino
723,06-06-2024,Thursday,Jun,14:05.1,21:14:05,card,ANON-0000-0000-0267,37.72,Latte
724,06-06-2024,Thursday,Jun,15:42.2,21:15:42,card,ANON-0000-0000-0267,37.72,Latte
725,06-06-2024,Thursday,Jun,18:26.7,21:18:27,card,ANON-0000-0000-0206,37.72,Cappuccino
726,06-06-2024,Thursday,Jun,19:30.4,21:19:30,card,ANON-0000-0000-0206,32.82,Americano with Milk
727,06-06-2024,Thursday,Jun,21:04.4,21:21:04,card,ANON-0000-0000-0267,37.72,Latte
728,07-06-2024,Friday,Jun,18:04.3,08:18:04,card,ANON-0000-0000-0268,37.72,Cappuccino
729,07-06-2024,Friday,Jun,35:28.1,10:35:28,card,ANON-0000-0000-0269,23.02,Espresso
730,07-06-2024,Friday,Jun,34:18.3,13:34:18,card,ANON-0000-0000-0164,32.82,Americano with Milk
731,07-06-2024,Friday,Jun,45:42.2,16:45:42,card,ANON-0000-0000-0270,27.92,Cortado
732,07-06-2024,Friday,Jun,47:15.5,16:47:15,card,ANON-0000-0000-0270,27.92,Cortado
733,08-06-2024,Saturday,Jun,04:20.0,09:04:20,card,ANON-0000-0000-0271,27.92,Cortado
734,08-06-2024,Saturday,Jun,26:11.2,09:26:11,card,ANON-0000-0000-0097,32.82,Americano with Milk
735,08-06-2024,Saturday,Jun,24:54.3,20:24:54,card,ANON-0000-0000-0134,37.72,Cappuccino
736,08-06-2024,Saturday,Jun,25:56.3,20:25:56,card,ANON-0000-0000-0134,37.72,Cappuccino
737,09-06-2024,Sunday,Jun,15:52.8,08:15:53,card,ANON-0000-0000-0097,37.72,Latte
738,09-06-2024,Sunday,Jun,30:04.5,10:30:04,card,ANON-0000-0000-0272,37.72,Latte
739,09-06-2024,Sunday,Jun,52:05.8,10:52:06,card,ANON-0000-0000-0273,37.72,Cappuccino
740,09-06-2024,Sunday,Jun,04:41.3,11:04:41,card,ANON-0000-0000-0141,27.92,Cortado
741,09-06-2024,Sunday,Jun,07:08.1,11:07:08,card,ANON-0000-0000-0274,23.02,Espresso
742,09-06-2024,Sunday,Jun,52:49.6,11:52:50,card,ANON-0000-0000-0275,37.72,Cappuccino
743,09-06-2024,Sunday,Jun,11:23.6,12:11:24,card,ANON-0000-0000-0276,32.82,Americano with Milk
744,09-06-2024,Sunday,Jun,13:08.1,12:13:08,card,ANON-0000-0000-0276,37.72,Latte
745,09-06-2024,Sunday,Jun,14:10.8,12:14:11,card,ANON-0000-0000-0276,37.72,Latte
746,09-06-2024,Sunday,Jun,10:30.7,15:10:31,card,ANON-0000-0000-0277,27.92,Cortado
747,09-06-2024,Sunday,Jun,17:28.2,16:17:28,card,ANON-0000-0000-0278,37.72,Cappuccino
748,09-06-2024,Sunday,Jun,21:19.3,19:21:19,card,ANON-0000-0000-0279,32.82,Americano with Milk
749,09-06-2024,Sunday,Jun,05:08.8,21:05:09,card,ANON-0000-0000-0280,27.92,Americano
750,10-06-2024,Monday,Jun,47:49.9,12:47:50,card,ANON-0000-0000-0281,37.72,Cappuccino
751,10-06-2024,Monday,Jun,56:48.3,12:56:48,card,ANON-0000-0000-0097,37.72,Latte
752,10-06-2024,Monday,Jun,04:28.1,19:04:28,card,ANON-0000-0000-0282,37.72,Hot Chocolate
753,10-06-2024,Monday,Jun,05:22.8,19:05:23,card,ANON-0000-0000-0282,37.72,Hot Chocolate
754,10-06-2024,Monday,Jun,37:23.6,19:37:24,card,ANON-0000-0000-0283,37.72,Latte
755,10-06-2024,Monday,Jun,38:19.7,19:38:20,card,ANON-0000-0000-0283,37.72,Latte
756,11-06-2024,Tuesday,Jun,38:04.0,10:38:04,card,ANON-0000-0000-0284,32.82,Americano with Milk
757,11-06-2024,Tuesday,Jun,48:25.3,18:48:25,card,ANON-0000-0000-0285,37.72,Latte
758,11-06-2024,Tuesday,Jun,49:36.4,18:49:36,card,ANON-0000-0000-0285,37.72,Latte
759,11-06-2024,Tuesday,Jun,17:03.3,21:17:03,card,ANON-0000-0000-0286,37.72,Hot Chocolate
760,11-06-2024,Tuesday,Jun,27:41.9,21:27:42,card,ANON-0000-0000-0287,32.82,Americano with Milk
761,11-06-2024,Tuesday,Jun,28:50.2,21:28:50,card,ANON-0000-0000-0287,32.82,Americano with Milk
762,12-06-2024,Wednesday,Jun,18:18.8,10:18:19,card,ANON-0000-0000-0288,37.72,Hot Chocolate
763,12-06-2024,Wednesday,Jun,51:43.9,11:51:44,card,ANON-0000-0000-0289,37.72,Cappuccino
764,12-06-2024,Wednesday,Jun,41:17.2,17:41:17,card,ANON-0000-0000-0283,37.72,Latte
765,12-06-2024,Wednesday,Jun,47:27.9,17:47:28,card,ANON-0000-0000-0290,37.72,Latte
766,12-06-2024,Wednesday,Jun,16:33.6,20:16:34,card,ANON-0000-0000-0256,37.72,Hot Chocolate
767,12-06-2024,Wednesday,Jun,25:34.2,20:25:34,card,ANON-0000-0000-0291,32.82,Americano with Milk
768,13-06-2024,Thursday,Jun,54:24.2,08:54:24,card,ANON-0000-0000-0292,27.92,Americano
769,13-06-2024,Thursday,Jun,57:25.6,08:57:26,card,ANON-0000-0000-0097,37.72,Latte
770,13-06-2024,Thursday,Jun,50:25.0,09:50:25,card,ANON-0000-0000-0293,32.82,Americano with Milk
771,13-06-2024,Thursday,Jun,57:11.5,09:57:12,card,ANON-0000-0000-0141,27.92,Cortado
772,13-06-2024,Thursday,Jun,04:58.6,17:04:59,card,ANON-0000-0000-0294,32.82,Americano with Milk
773,13-06-2024,Thursday,Jun,27:46.6,17:27:47,card,ANON-0000-0000-0295,37.72,Hot Chocolate
774,13-06-2024,Thursday,Jun,22:19.1,19:22:19,card,ANON-0000-0000-0296,37.72,Latte
775,13-06-2024,Thursday,Jun,20:51.8,20:20:52,card,ANON-0000-0000-0012,32.82,Americano with Milk
776,13-06-2024,Thursday,Jun,43:46.0,20:43:46,card,ANON-0000-0000-0012,23.02,Espresso
777,13-06-2024,Thursday,Jun,45:00.6,20:45:01,card,ANON-0000-0000-0295,23.02,Espresso
778,13-06-2024,Thursday,Jun,48:17.9,20:48:18,card,ANON-0000-0000-0009,32.82,Americano with Milk
779,13-06-2024,Thursday,Jun,02:28.4,21:02:28,card,ANON-0000-0000-0009,32.82,Americano with Milk
780,14-06-2024,Friday,Jun,46:13.2,07:46:13,card,ANON-0000-0000-0141,27.92,Cortado
781,14-06-2024,Friday,Jun,30:31.6,10:30:32,card,ANON-0000-0000-0297,27.92,Americano
782,14-06-2024,Friday,Jun,14:41.7,12:14:42,card,ANON-0000-0000-0097,37.72,Latte
783,14-06-2024,Friday,Jun,29:53.4,18:29:53,card,ANON-0000-0000-0298,32.82,Americano with Milk
784,15-06-2024,Saturday,Jun,26:02.0,11:26:02,card,ANON-0000-0000-0299,37.72,Cappuccino
785,15-06-2024,Saturday,Jun,21:28.1,12:21:28,card,ANON-0000-0000-0300,37.72,Latte
786,15-06-2024,Saturday,Jun,22:46.9,12:22:47,card,ANON-0000-0000-0300,32.82,Americano with Milk
787,15-06-2024,Saturday,Jun,23:52.2,12:23:52,card,ANON-0000-0000-0300,23.02,Espresso
788,15-06-2024,Saturday,Jun,24:35.1,12:24:35,card,ANON-0000-0000-0300,37.72,Cocoa
789,15-06-2024,Saturday,Jun,25:24.0,12:25:24,card,ANON-0000-0000-0300,32.82,Americano with Milk
790,15-06-2024,Saturday,Jun,03:29.9,16:03:30,card,ANON-0000-0000-0301,32.82,Americano with Milk
791,15-06-2024,Saturday,Jun,14:04.6,18:14:05,card,ANON-0000-0000-0302,27.92,Americano
792,16-06-2024,Sunday,Jun,43:51.5,10:43:51,card,ANON-0000-0000-0059,32.82,Americano with Milk
793,16-06-2024,Sunday,Jun,58:41.4,10:58:41,card,ANON-0000-0000-0303,37.72,Latte
