id,date,day ,date2,datetime,hour,cash_type,card,money,coffee_name
1046,26-07-2024,Friday,Jul,19:37.4,09:19:37,card,ANON-0000-0000-0097,27.92,Americano with Milk
1047,26-07-2024,Friday,Jul,20:34.3,09:20:34,card,ANON-0000-0000-0059,18.12,Espresso
1048,26-07-2024,Friday,Jul,33:11.5,09:33:12,card,ANON-0000-0000-0407,23.02,Cortado
1049,26-07-2024,Friday,Jul,34:16.6,09:34:17,card,ANON-0000-0000-0407,23.02,Cortado
1050,26-07-2024,Friday,Jul,59:07.9,09:59:08,card,ANON-0000-0000-0408,32.82,Latte
1051,26-07-2024,Friday,Jul,00:02.7,10:00:03,card,ANON-0000-0000-0408,32.82,Latte
1052,26-07-2024,Friday,Jul,47:13.9,11:47:14,card,ANON-0000-0000-0385,27.92,Americano with Milk
1053,26-07-2024,Friday,Jul,07:01.7,12:07:02,card,ANON-0000-0000-0379,27.92,Americano with Milk
1054,26-07-2024,Friday,Jul,28:08.0,12:28:08,card,ANON-0000-0000-0339,32.82,Cappuccino
1055,26-07-2024,Friday,Jul,29:17.7,12:29:18,card,ANON-0000-0000-0339,32.82,Cappuccino
1056,26-07-2024,Friday,Jul,09:56.1,13:09:56,card,ANON-0000-0000-0409,32.82,Latte
1057,26-07-2024,Friday,Jul,23:29.3,17:23:29,card,ANON-0000-0000-0410,23.02,Americano
1058,26-07-2024,Friday,Jul,58:29.2,17:58:29,card,ANON-0000-0000-0411,32.82,Cappuccino
1059,26-07-2024,Friday,Jul,15:09.6,21:15:10,card,ANON-0000-0000-0009,32.82,Latte
1060,26-07-2024,Friday,Jul,49:52.3,22:49:52,card,ANON-0000-0000-0412,27.92,Americano with Milk
1061,27-07-2024,Saturday,Jul,09:16.5,09:09:16,card,ANON-0000-0000-0097,32.82,Cappuccino
1062,27-07-2024,Saturday,Jul,55:31.4,11:55:31,card,ANON-0000-0000-0413,27.92,Americano with Milk
1063,27-07-2024,Saturday,Jul,25:10.1,12:25:10,card,ANON-0000-0000-0059,27.92,Americano with Milk
1064,27-07-2024,Saturday,Jul,26:13.2,12:26:13,card,ANON-0000-0000-0040,18.12,Espresso
1065,27-07-2024,Saturday,Jul,33:23.1,12:33:23,card,ANON-0000-0000-0059,27.92,Americano with Milk
1066,27-07-2024,Saturday,Jul,28:41.9,14:28:42,card,ANON-0000-0000-0225,18.12,Espresso
1067,27-07-2024,Saturday,Jul,51:53.2,14:51:53,card,ANON-0000-0000-0077,32.82,Latte
1068,27-07-2024,Saturday,Jul,02:33.4,17:02:33,card,ANON-0000-0000-0414,32.82,Cappuccino
1069,27-07-2024,Saturday,Jul,03:39.1,17:03:39,card,ANON-0000-0000-0415,32.82,Cappuccino
1070,27-07-2024,Saturday,Jul,09:00.4,17:09:00,card,ANON-0000-0000-0416,27.92,Americano with Milk
1071,27-07-2024,Saturday,Jul,10:08.1,17:10:08,card,ANON-0000-0000-0416,27.92,Americano with Milk
1072,27-07-2024,Saturday,Jul,55:20.2,20:55:20,card,ANON-0000-0000-0009,32.82,Latte
1073,27-07-2024,Saturday,Jul,56:23.9,22:56:24,card,ANON-0000-0000-0417,32.82,Cappuccino
1074,28-07-2024,Sunday,Jul,07:25.9,11:07:26,card,ANON-0000-0000-0012,18.12,Espresso
1075,28-07-2024,Sunday,Jul,17:54.2,14:17:54,card,ANON-0000-0000-0276,27.92,Americano with Milk
1076,28-07-2024,Sunday,Jul,18:52.2,14:18:52,card,ANON-0000-0000-0276,32.82,Latte
1077,29-07-2024,Monday,Jul,12:06.4,08:12:06,card,ANON-0000-0000-0418,32.82,Latte
1078,29-07-2024,Monday,Jul,04:48.0,09:04:48,card,ANON-0000-0000-0012,23.02,Americano
1079,29-07-2024,Monday,Jul,15:46.2,09:15:46,card,ANON-0000-0000-0097,27.92,Americano with Milk
1080,29-07-2024,Monday,Jul,19:44.1,09:19:44,card,ANON-0000-0000-0003,23.02,Americano
1081,29-07-2024,Monday,Jul,51:24.7,09:51:25,card,ANON-0000-0000-0419,27.92,Americano with Milk
1082,29-07-2024,Monday,Jul,58:29.6,09:58:30,card,ANON-0000-0000-0420,32.82,Cappuccino
1083,29-07-2024,Monday,Jul,43:44.0,10:43:44,card,ANON-0000-0000-0421,32.82,Hot Chocolate
1084,29-07-2024,Monday,Jul,44:55.8,10:44:56,card,ANON-0000-0000-0421,32.82,Hot Chocolate
1085,29-07-2024,Monday,Jul,06:31.1,19:06:31,card,ANON-0000-0000-0422,32.82,Cappuccino
1086,29-07-2024,Monday,Jul,30:16.3,19:30:16,card,ANON-0000-0000-0099,23.02,Americano
1087,29-07-2024,Monday,Jul,57:34.4,21:57:34,card,ANON-0000-0000-0328,32.82,Cocoa
1088,30-07-2024,Tuesday,Jul,41:10.9,07:41:11,card,ANON-0000-0000-0423,27.92,Americano with Milk
1089,30-07-2024,Tuesday,Jul,05:07.2,08:05:07,card,ANON-0000-0000-0424,23.02,Cortado
1090,30-07-2024,Tuesday,Jul,20:51.1,08:20:51,card,ANON-0000-0000-0425,32.82,Cappuccino
1091,30-07-2024,Tuesday,Jul,13:43.2,09:13:43,card,ANON-0000-0000-0097,27.92,Americano with Milk
1092,30-07-2024,Tuesday,Jul,17:11.1,10:17:11,card,ANON-0000-0000-0141,23.02,Cortado
1093,30-07-2024,Tuesday,Jul,19:34.2,10:19:34,card,ANON-0000-0000-0276,27.92,Americano with Milk
1094,30-07-2024,Tuesday,Jul,23:20.1,10:23:20,card,ANON-0000-0000-0250,32.82,Latte
1095,30-07-2024,Tuesday,Jul,12:07.4,11:12:07,card,ANON-0000-0000-0426,23.02,Americano
1096,30-07-2024,Tuesday,Jul,13:16.2,11:13:16,card,ANON-0000-0000-0426,18.12,Espresso
1097,30-07-2024,Tuesday,Jul,14:41.7,11:14:42,card,ANON-0000-0000-0427,27.92,Americano with Milk
1098,30-07-2024,Tuesday,Jul,16:01.6,11:16:02,card,ANON-0000-0000-0428,27.92,Americano with Milk
1099,30-07-2024,Tuesday,Jul,30:34.7,11:30:35,card,ANON-0000-0000-0429,27.92,Americano with Milk
1100,30-07-2024,Tuesday,Jul,31:40.8,11:31:41,card,ANON-0000-0000-0430,27.92,Americano with Milk
1101,30-07-2024,Tuesday,Jul,08:07.5,12:08:08,card,ANON-0000-0000-0431,32.82,Latte
1102,30-07-2024,Tuesday,Jul,16:09.6,15:16:10,card,ANON-0000-0000-0432,27.92,Americano with Milk
1103,30-07-2024,Tuesday,Jul,08:52.9,16:08:53,card,ANON-0000-0000-0433,23.02,Cortado
1104,30-07-2024,Tuesday,Jul,09:43.6,16:09:44,card,ANON-0000-0000-0433,27.92,Americano with Milk
1105,30-07-2024,Tuesday,Jul,24:19.9,20:24:20,card,ANON-0000-0000-0434,18.12,Espresso
1106,30-07-2024,Tuesday,Jul,53:51.9,20:53:52,card,ANON-0000-0000-0097,27.92,Americano with Milk
1107,30-07-2024,Tuesday,Jul,54:46.3,20:54:46,card,ANON-0000-0000-0097,27.92,Americano with Milk
1108,30-07-2024,Tuesday,Jul,57:02.3,20:57:02,card,ANON-0000-0000-0347,27.92,Americano with Milk
1109,30-07-2024,Tuesday,Jul,33:19.2,21:33:19,card,ANON-0000-0000-0435,32.82,Latte
1110,30-07-2024,Tuesday,Jul,15:21.5,22:15:21,card,ANON-0000-0000-0436,23.02,Americano
1111,30-07-2024,Tuesday,Jul,16:19.3,22:16:19,card,ANON-0000-0000-0436,32.82,Cappuccino
1112,31-07-2024,Wednesday,Jul,59:52.1,07:59:52,card,ANON-0000-0000-0423,27.92,Americano with Milk
1113,31-07-2024,Wednesday,Jul,37:41.9,08:37:42,card,ANON-0000-0000-0437,27.92,Americano with Milk
1114,31-07-2024,Wednesday,Jul,38:38.2,08:38:38,card,ANON-0000-0000-0437,27.92,Americano with Milk
1115,31-07-2024,Wednesday,Jul,54:45.3,09:54:45,card,ANON-0000-0000-0388,23.02,Americano
1116,31-07-2024,Wednesday,Jul,55:45.1,09:55:45,card,ANON-0000-0000-0388,23.02,Americano
1117,31-07-2024,Wednesday,Jul,58:15.9,09:58:16,card,ANON-0000-0000-0276,27.92,Americano with Milk
1118,31-07-2024,Wednesday,Jul,11:42.6,13:11:43,card,ANON-0000-0000-0384,32.82,Cocoa
1119,31-07-2024,Wednesday,Jul,14:00.3,13:14:00,card,ANON-0000-0000-0384,32.82,Latte
1120,31-07-2024,Wednesday,Jul,24:49.4,13:24:49,card,ANON-0000-0000-0438,27.92,Americano with Milk
1121,31-07-2024,Wednesday,Jul,48:06.8,17:48:07,card,ANON-0000-0000-0439,23.02,Cortado
1122,31-07-2024,Wednesday,Jul,04:15.0,18:04:15,card,ANON-0000-0000-0440,32.82,Latte
1123,31-07-2024,Wednesday,Jul,22:38.9,19:22:39,card,ANON-0000-0000-0441,23.02,Cortado
1124,31-07-2024,Wednesday,Jul,28:45.1,19:28:45,card,ANON-0000-0000-0009,32.82,Latte
1125,31-07-2024,Wednesday,Jul,46:42.4,20:46:42,card,ANON-0000-0000-0442,32.82,Cocoa
1126,31-07-2024,Wednesday,Jul,50:07.4,20:50:07,card,ANON-0000-0000-0443,23.02,Cortado
1127,31-07-2024,Wednesday,Jul,51:10.4,20:51:10,card,ANON-0000-0000-0443,32.82,Latte
1128,31-07-2024,Wednesday,Jul,52:14.8,20:52:15,card,ANON-0000-0000-0153,32.82,Cappuccino
1129,31-07-2024,Wednesday,Jul,53:35.1,20:53:35,card,ANON-0000-0000-0443,23.02,Cortado
1130,31-07-2024,Wednesday,Jul,59:25.0,20:59:25,card,ANON-0000-0000-0040,27.92,Americano with Milk
1131,31-07-2024,Wednesday,Jul,26:26.0,21:26:26,card,ANON-0000-0000-0444,32.82,Latte
1132,31-07-2024,Wednesday,Jul,54:11.8,21:54:12,card,ANON-0000-0000-0445,32.82,Latte
1133,31-07-2024,Wednesday,Jul,55:16.6,21:55:17,card,ANON-0000-0000-0446,32.82,Latte
